TrainingAccuracy,TestAccuracy,Precision,Recall,F1,AvgPrecisionScore
0.9997475385003787,0.6586538461538461,0.7145196712371638,0.5313926838312653,0.5315815296038319,0.6892677017283353
0.0015266665013818597,0.04556459859579566,0.04340068805568394,0.04795277487579392,0.047951629799782285,0.04447219737871933
