TestAccuracy,Precision,Recall,F1,AvgPrecisionScore
0.75,0.7225468549065099,0.7006519364506639,0.706759746635689,0.766992441404746
0.041610416389598184,0.04302583023147438,0.04400893060682404,0.04374708519740879,0.04062393348679657
