TrainingAccuracy,TestAccuracy,Precision,Recall,F1,AvgPrecisionScore
0.9873769250189346,0.7235576923076923,0.6866688698032015,0.6651835751937467,0.6718006673328221,0.7146088538155233
0.010728166212133074,0.0429774123282125,0.04457351444618802,0.04534981936565403,0.04512222304739784,0.04339661646585303
