TestAccuracy,Precision,Recall,F1,AvgPrecisionScore
0.75,0.7244067097137186,0.7223363928762124,0.7221289802090395,0.7780430856641983
0.041610416389598184,0.04293653342041151,0.04303587668325611,0.04304576598239266,0.03993351957353268
