TrainingAccuracy,TestAccuracy,Precision,Recall,F1,AvgPrecisionScore
0.9843473870234789,0.78125,0.7756410256410257,0.6836158192090396,0.7267267267267268,0.842949427335382
0.011928038868881845,0.03972560058415933,0.04008699802605299,0.04469046340808182,0.04282383641073461,0.03496406732754778
