TestAccuracy,Precision,Recall,F1,AvgPrecisionScore
0.8245192307692307,0.8132530120481928,0.7627118644067796,0.7871720116618076,0.8706134577785585
0.03655245786511261,0.03744907274320498,0.04088082850627004,0.039332415453522784,0.03225214971571866
