TestAccuracy,Precision,Recall,F1,AvgPrecisionScore
0.8413461538461539,0.8171428571428572,0.807909604519774,0.8125,0.8767984140878038
0.03510864634262323,0.037145515081881665,0.03785607963997188,0.03750712247152586,0.031583441600398186
