TrainingAccuracy,TestAccuracy,Precision,Recall,F1,AvgPrecisionScore
1.0,0.7524038461538461,0.7803030303030303,0.5819209039548022,0.6666666666666666,0.7916382410048376
0.0,0.041476191997744126,0.03978735838078015,0.04739828538969183,0.04529968361744792,0.03902777709064532
