TrainingAccuracy,TestAccuracy,Precision,Recall,F1,AvgPrecisionScore
0.8590002524614996,0.7932692307692307,0.8095238095238095,0.672316384180791,0.7345679012345679,0.8447179898380526
0.03344315479043969,0.03891475411147875,0.037734325146435786,0.04510406005934587,0.04243206030852577,0.034803095212251986
